,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
764,6134036-CN,Single Family/Duplex,2007-06-19,2008-10-07,Construct single family residence with attached garage.  Construct duplex townhouse and single family residence with attached garage.  (Review and processing for 2 AP's under 6134036.) Establish single family residence and duplex townhomes as standard plans.
765,6143709-CN,Single Family/Duplex,2007-06-19,2009-04-16,"Construct(bldg.3) single family dwelling with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
766,6143710-CN,Single Family/Duplex,2007-06-19,2009-04-23,"Construct(bldg.4) single family dwelling with attached garage, per plan. Construct 4 single family dwelling and 2 duplex with attached garages.  (Review and processing for 6 a/p under 6125215)."
767,6111904-CN,Multifamily,2007-06-15,2009-03-20,"Establish use and construct (2) duplex townhomes with attached garages (South bldg under this permit), per plans (Review and processing for 2 A/Ps under 6111904).  Establish as a standard plan."
768,6143355-CN,Single Family/Duplex,2007-06-15,2009-03-20,"Establish use and construct (2) duplex townhomes with attached garages (North bldg under this permit), per plans (Review and processing for 2 A/Ps under 6111904). Establish as a standard plan."
769,6143161-CN,Single Family/Duplex,2007-06-14,2008-08-26,Establish use and construct single family dwelling with attached parking per plan. (Construct 1 duplex and 1 single family dwelling with attached parking. Review and processing for 2 a/ps under 6126825).
770,6126825-CN,Single Family/Duplex,2007-06-14,2008-08-22,Establish use and construct (1) duplex townhouse dwelling with attached parking per plan.  (Construct 1 duplex and 1 single family dwelling with attached parking.  Review and processing for 2 a/ps under 6126825
771,6142801-CN,Multifamily,2007-06-12,2013-03-01,Construct 1 duplex townhome (Center) with attached garages per plan. (Establish use for 6 residential units and construct 3 duplex townhomes with attached garages / Review and processing for 3 a/p under primary # 6137886).
772,6142802-CN,Multifamily,2007-06-12,2013-02-28,Construct 1 duplex townhome (East) with attached garages per plan. (Establish use for 6 residential units and construct 3 duplex townhomes with attached garages / Review and processing for 3 a/p under primary # 6137886).
773,6137886-CN,Multifamily,2007-06-12,2013-04-30,Construct 1 duplex townhome (West) with attached garages per plan. (Establish use for 6 residential units and construct 3 duplex townhomes with attached garages / Review and processing for 3 a/p under primary # 6137886).
774,6137884-CN,Multifamily,2007-06-11,2013-04-11,Establish Use and construct (3) 2-unit Duplex /Dwellings this permit(West bldg) per plan. Process and review for (3) ap's under #6137884.
775,6142640-CN,Multifamily,2007-06-11,2013-02-27,Establish Use and construct 2-unit Duplex Dwellings this permit(East bld) Establish use and construct (3) 2-Unit Duplex/Dwellings per plan)Process and review for (3) ap's under #6137884
776,6142641-CN,Multifamily,2007-06-11,2013-04-11,Establish Use and construct 2-unit Duplex Dwellings this permit(Center bld) Establish use and construct (3) 2-Unit Duplex/Dwellings per plan). Process and review for (3) ap's under #6137884
777,6137598-CN,Single Family/Duplex,2007-06-08,2008-05-20,Establish use as 4 residential unit and construct (2) new 2-unit duplex townhouse with 4 surface parking spots for each unit. (West building this permit). (Review and processing for 2 A/P's route under 6137598) per plans.
778,6141929-CN,Single Family/Duplex,2007-06-05,2009-01-21,Establish use and construct 2 unit duplex (Southeast building) per plan.
779,6141930-CN,Single Family/Duplex,2007-06-05,2009-01-21,Establish use and construct 2 unit duplex (Southwest building) per plan.
780,6141928-CN,Single Family/Duplex,2007-06-05,2008-12-17,Establish use and construct 2 unit duplex (Northwest building) per plan.
781,6136693-CN,Single Family/Duplex,2007-06-01,2013-02-26,"Establish use as townhouses and construct duplex with attached garages, per plan."
782,6141464-CN,Single Family/Duplex,2007-05-31,2009-07-21,Construct single family dwelling with attached garage per plan. (construct 3 duplex townhouses and one single family dwelling with attached garages) (review and process for 4 ap's under 6137049)
783,6141465-CN,Multifamily,2007-05-31,2009-07-21,Construct duplex townhouse with attached garage per plan. (construct 3 duplex townhouses and one single family dwelling with attached garages) (review and process for 4 ap's under 6137049) - SE Duplex
784,6137049-CN,Multifamily,2007-05-31,2009-07-21,Construct duplex townhouse with attached garage per plan. (construct 3 duplex townhouses and one single family dwelling with attached garages) (review and process for 4 ap's under 6137049) - SW Duplex
785,6141463-CN,Multifamily,2007-05-31,2009-07-21,Construct duplex townhouse with attached garage per plan. (construct 3 duplex townhouses and one single family dwelling with attached garages) (review and process for 4 ap's under 6137049) - NW duplex
786,6141135-CN,Multifamily,2007-05-29,2010-04-02,Establish use as townhouse and construct  (3) three 3-story townhouse buildings (1) 4-units and (2) 2-units townhouse over a below grade garage for 10 vehicles (2 tandem stalls). (Southeast duplex building this permit).  (Review for 3 A/P'S under 6132357) per plans.
787,6140959-CN,Single Family/Duplex,2007-05-25,2008-11-18,Construct duplex per plan (Establish use as single family residence & townhouse and construct single family residence (south) and duplex (north) with attached garages.  Review and processing for 2 a/p's under 6134020.
788,6131961-CN,Single Family/Duplex,2007-05-25,2009-05-18,"Establish use and construct a new duplex with surface parking in rear.  Establish use as single family residence and construct single family residence with surface parking in rear, per plans.  (Rounting and review done under AP #6131961.) (Design Revision 7/27/07)"
789,6134020-CN,Single Family/Duplex,2007-05-25,2008-11-17,"Construct single family residence, per plan (Establish use as single family residence & townhouse and construct single family residence (south) and duplex (north) with attached garages. Review and processing for 2 a/p's under 6134020."
790,6134050-CN,Single Family/Duplex,2007-05-24,2008-08-26,Establish use as 2 residential dwelling units and construct  1 single family dwelling and 1 duplex with attached garages per plan. (Process and Routing done under A/P 6134050)
791,6140794-CN,Single Family/Duplex,2007-05-24,2008-06-13,Establish use as duplex construct 1 duplex with attached garages per plan. (Process and Routing done under A/P 6134050)
792,6140398-CN,Single Family/Duplex,2007-05-22,2009-03-02,Construct South duplex per plan (Establish use as townhouse.  Construct (2) 3 story duplexes with attached garages.  Review and process for 2 a/p under 6126882
793,6126882-CN,Single Family/Duplex,2007-05-22,2009-03-02,Construct North duplex per plan (Establish use as townhouse.  Construct (2) 3 story duplexes with attached garages.  Review and process for 2 a/p under 6126882
794,6139461-CN,Multifamily,2007-05-15,2009-03-24,"Establish use and construct two-unit duplex with garages and surface parking, per plan. (Review and processing under #6124363)."
795,6113163-CN,Multifamily,2007-05-12,2008-09-17,"Construct 3-story triplex (west) with attached garages, per plan. (Establish use as townhouse and construct one new duplex and one new triplex with attached garages. Review and processing for 2 A/P's under 6113163)."
796,6139219-CN,Multifamily,2007-05-11,2008-09-23,"Construct 3-story duplex (east) with attached garage, per plan. (Establish use as townhouse and contruct one new duplex and one new triplex with attached garages. Review and processing for 2 A/P's under 6113163)."
797,6131424-CN,Multifamily,2007-05-10,2009-04-21,Construct West SFR (Establish use as townhouses and construct (1) new duplex and (1) one family dwelling with attached garages per plan / Review + process 2 APs under 6131424).
798,6135037-CN,Multifamily,2007-05-10,2008-10-03,Construct West SFR (Establish use as townhouses and construct (1) new duplex and (1) one family dwelling with attached garages per plan / Review + process 2 APs under 6135037).
799,6138815-CN,Multifamily,2007-05-09,2009-04-21,Construct East Duplex (Establish use as townhouses and construct (1) new duplex and (1) one family dwelling with attached garages per plan / Review + process 2 APs under 6131424).
800,6138817-CN,Multifamily,2007-05-09,2008-10-03,Construct East Duplex (Establish use as townhouses and construct (1) new duplex and (1) one family dwelling with attached garages per plan / Review + process 2 APs under 6135037).
801,6130687-CN,Single Family/Duplex,2007-05-09,2008-07-23,Construct duplex (west bldg) per plan. (Establish use as townhouse and construct (1) new one-family dwelling and (1) 2-unit townhouse per plan review and process for 2 a/p's under 6130687)
802,6120940-CN,Single Family/Duplex,2007-05-06,2008-05-28,Establish use and construct 2-unit (west) duplex townhomes with attached garage per plans. Routing and reviews for 2 AP's under 6111151.
803,6131967-CN,Single Family/Duplex,2007-05-01,2008-05-13,"Establish use as 2 dwelling units, construct duplex with 3 surface parking spots per plans."
804,6132365-CN,Multifamily,2007-04-27,2010-02-08,"Establish use and construct (2) duplex townhomes (East and West) with 4 surface parking stalls, and occupy per plan. (East Bldg this permit) (Review and processing for #6137547 under this permit)."
805,6137547-CN,Multifamily,2007-04-27,2010-03-16,"Establish use and construct West duplex townhouse, and occupy per plan. (Review and processing under #6132365)."
806,6116120-CN,Single Family/Duplex,2007-04-24,2008-09-08,Establish use as townhouse and construct one duplex (east) with attached garages per plans(Processing and routing for both under project # 6116120)
807,6137040-CN,Single Family/Duplex,2007-04-24,2008-09-11,Establish use as townhouse and construct one duplex (west) with attached garages per plans(Processing and routing for both under project # 6116120)
