,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
0,6772948-CN,Single Family/Duplex,2020-02-28,2021-02-10,"Establish use as and construct new single family residence, per plan."
1,6771507-CN,Single Family/Duplex,2020-02-25,2021-04-08,"Establish use as and construct single family residence, per standard plan 6768368-SP."
2,6754329-CN,Single Family/Duplex,2020-01-07,2021-01-20,"Establish use as and construct new single family residence, per plan."
3,6763539-CN,Single Family/Duplex,2019-12-18,2021-03-30,"Construct Middle duplex, per plan (Establish use as single family residence and townhouse and construct (2) single family residences and (1) duplex, review and process for 3 CN's under 6756865)."
4,6756865-CN,Single Family/Duplex,2019-12-18,2021-03-30,"Construct South Single family residence, per plan (Establish use as single family residence and townhouse and construct (2) single family residences and (1) duplex, review and process for 3 CN's under 6756865)."
5,6763540-CN,Single Family/Duplex,2019-12-18,2021-03-30,"Construct North Single family residence, per plan (Establish use as single family residence and townhouse and construct (2) single family residences and (1) duplex, review and process for 3 CN's under 6756865)."
6,6744746-CN,Single Family/Duplex,2019-11-25,2021-01-28,"Establish use as and construct new single family residence, per plan."
7,6756859-CN,Single Family/Duplex,2019-11-19,2021-01-19,"Establish use as and construct new single family residence with attached garage and detached accessory dwelling unit (DADU), per plan"
8,6753091-CN,Single Family/Duplex,2019-11-07,2021-01-21,"Establish use as and construct a new single family residence with attached garage and one Detached Accessory Dwelling Unit, per plan."
9,6737945-CN,Single Family/Duplex,2019-11-01,2021-03-26,"Construct single family residence with attached garage, per plan"
10,6753855-CN,Single Family/Duplex,2019-10-31,2020-09-30,"Establish use as and construct single family residence with attached garage, per plan"
11,6730364-CN,Single Family/Duplex,2019-09-16,2021-03-17,"Establish use as and construct single family residence, per plan."
12,6742714-CN,Single Family/Duplex,2019-09-11,2020-09-10,"Establish use as and construct single family residence, per plan."
13,6739647-CN,Single Family/Duplex,2019-09-05,2021-01-20,"Establish use and construct single family residence, per plan."
14,6731203-CN,Single Family/Duplex,2019-09-04,2021-03-09,"Establish use as and construct single family residence and detached accessory dwelling unit (DADU), per plan."
15,6735598-CN,Single Family/Duplex,2019-08-15,2021-03-26,"Establish use as and construct new single family residence, per plan."
16,6721878-CN,Single Family/Duplex,2019-08-06,2021-02-03,"Establish use as and construct single family residence with attached accessory dwelling unit, per plan."
17,6723091-CN,Single Family/Duplex,2019-08-05,2021-02-09,"Establish use as and construct new single family residence, per plan."
18,6732825-CN,Single Family/Duplex,2019-08-05,2020-07-30,Establish use as and construct single family residence per plan.
19,6734875-CN,Single Family/Duplex,2019-07-12,2020-10-23,"Establish use as and construct new single family residence with attached garage, per plan. (Establish Standard Plan, 2nd review done under 6725615-CN)"
20,6735908-CN,Single Family/Duplex,2019-07-08,2020-05-29,"Establish use as and construct new single family residence, per plan."
21,6732494-CN,Single Family/Duplex,2019-07-04,2020-10-29,Construct west single family residence (Establish use as and construct (2) single family residences.  Review and process (2) records under 6732494-CN).
22,6736289-CN,Single Family/Duplex,2019-07-04,2020-10-29,Construct east single family residence (Establish use as and construct (2) single family residences.  Review and process (2) records under 6732494-CN).
23,6725615-CN,Single Family/Duplex,2019-07-02,2020-09-16,"Establish use as and construct single family residence with attached garage, per plan. (Establish Standard Plan, 1st review done under 6734875-CN)"
24,6718865-CN,Single Family/Duplex,2019-06-28,2021-03-17,"Establish use as and construct new single family residence with attached garage & ADU, per plan."
25,6715221-CN,Single Family/Duplex,2019-06-26,2021-03-31,"Establish use as and construct new single family residence and detached accessory dwelling unit (DADU), per plan."
26,6715487-CN,Single Family/Duplex,2019-06-24,2020-07-21,"Establish use as single family residence and construct new single family residence and new detached garage, per plans."
27,6713518-CN,Single Family/Duplex,2019-06-21,2021-04-07,"Establish use as and construct new single family residence, per plan."
28,6731980-CN,Single Family/Duplex,2019-06-10,2021-01-27,"Construct new West Middle single family residence (bldg B), per plan. (Establish use as and construct 4 new single family residences, per plan. Review & process for 4 records under permit # 6696544-CN)."
29,6731987-CN,Single Family/Duplex,2019-06-10,2021-01-27,"Construct new East single family residence (bldg D), per plan. (Establish use as and construct 4 new single family residences, per plan. Review & process for 4 records under permit # 6696544-CN)."
30,6731984-CN,Single Family/Duplex,2019-06-10,2021-01-27,"Construct new East Middle single family residence (bldg C), per plan. (Establish use as and construct 4 new single family residences, per plan. Review & process for 4 records under permit # 6696544-CN)."
31,6729256-CN,Single Family/Duplex,2019-06-04,2020-12-16,"Establish use as and construct new single family residence, per plan."
32,6708954-CN,Single Family/Duplex,2019-05-17,2020-09-30,"Establish use as and construct new single family residence with attached garage, per plan."
33,6706090-CN,Single Family/Duplex,2019-05-13,2021-01-27,"Establish use as and construct single family residence, per plan.   (Establish Standard Plan, 2nd review done under 6745573-CN)"
34,6693987-CN,Single Family/Duplex,2019-05-08,2020-09-16,"Construct East single family residence #1, per plan. (Establish use as and construct 2 new single-family residences with attached garages. Review and process for 2 record numbers under 6693987-CN)"
35,6726406-CN,Single Family/Duplex,2019-05-08,2020-09-14,"Construct West single family residence #2, per plan. (Establish use as and construct 2 new single-family residences with attached garages. Review and process for 2 record numbers under 6693987-CN)"
36,6699218-CN,Single Family/Duplex,2019-04-24,2020-07-01,"Construct middle single family residence, per plan (Establish use as and construct 3 new single family residences. Review and process for 3 record numbers under 6680702-CN)."
37,6699220-CN,Single Family/Duplex,2019-04-24,2020-07-01,"Construct east single family residence, per plan (Establish use as and construct 3 new single family residences. Review and process for 3 record numbers under 6680702-CN)."
38,6708758-CN,Single Family/Duplex,2019-04-23,2020-07-15,"Establish use as and construct single family residence with detached accessory dwelling unit (DADU), per plan.(Establish Standard Plan, 1st review done under 6708509-CN)"
39,6721743-CN,Single Family/Duplex,2019-04-22,2021-03-31,"Establish use as and construct new single family residence, per plan."
40,6721875-CN,Single Family/Duplex,2019-04-19,2021-03-30,"Establish use as and construct new single family residence, per plan."
41,6721249-CN,Single Family/Duplex,2019-04-11,2019-12-06,"Establish use as and construct new single family residence, per plan."
42,6716986-CN,Single Family/Duplex,2019-04-11,2020-08-07,"Establish use as and construct new single family residence, per plan."
43,6711295-CN,Single Family/Duplex,2019-04-04,2021-02-05,"Establish use as and construct single family residence, per plan."
44,6704829-CN,Single Family/Duplex,2019-03-25,2020-07-14,"Establish use as and construct new single family residence, per plan."
45,6706152-CN,Single Family/Duplex,2019-03-13,2020-07-16,"Establish use as and construct new single family residence, per plan."
46,6711555-CN,Single Family/Duplex,2019-03-06,2020-10-12,"Establish use as and construct new single family residence, per plan."
47,6708679-CN,Single Family/Duplex,2019-03-05,2020-09-10,"Establish use as and construct single family residence, per plan."
48,6709834-CN,Single Family/Duplex,2019-02-28,2020-02-05,"Establish use as and construct a single family residence, per plan."
49,6710133-CN,Single Family/Duplex,2019-02-27,2020-11-09,"Establish use as and construct single family residence with attached garage, per standard plan # 6713913-SP."
50,6710131-CN,Single Family/Duplex,2019-02-25,2021-01-12,"Establish use as and construct single family residence with attached garage, per standard plan #6713913-SP"
51,6708753-CN,Single Family/Duplex,2019-02-22,2020-09-29,"Establish use as and construct single family residence, per plan."
52,6694276-CN,Single Family/Duplex,2019-02-21,2020-11-25,"Establish use as and construct single family residence, per plan."
53,6698875-CN,Single Family/Duplex,2019-02-20,2020-03-18,"Establish use as and construct new single family residence, per plan."
54,6704103-CN,Single Family/Duplex,2019-02-12,2020-01-10,"Establish use as and construct single family residence, per plan."
55,6694557-CN,Single Family/Duplex,2019-02-06,2020-12-21,"Establish use and construct single family dwelling with detached garage, per plan."
56,6696557-CN,Single Family/Duplex,2019-01-29,2020-07-30,"Establish use as and construct new single family residence, per plan."
57,6702479-CN,Single Family/Duplex,2019-01-29,2020-08-06,"Establish use as and construct new single family residence, per plan."
58,6702349-CN,Single Family/Duplex,2019-01-23,2020-08-06,"Establish use as and construct new single family residence, per plan."
59,6696641-CN,Single Family/Duplex,2019-01-23,2020-08-28,"Establish use as and construct single family residence, per plan."
60,6693121-CN,Single Family/Duplex,2019-01-21,2020-08-04,"Establish use and construct new single family dwelling with attached garage, per plan."
61,6707037-CN,Single Family/Duplex,2019-01-09,2020-10-16,"Construct east building (Establish use and construct 1 single family residence and 1 live-work structure, per plan.  Review & process for 2 records under #6677912-CN)."
62,6684259-CN,Single Family/Duplex,2019-01-07,2021-01-12,"Establish use as and construct single family residence, per plan."
63,6695195-CN,Single Family/Duplex,2019-01-04,2020-08-19,"Establish use and construct single family dwelling with attached garage, per plan."
64,6696413-CN,Single Family/Duplex,2019-01-02,2020-08-31,"Construct East single family residence, per plan. [Establish use and construct (1) new 3-unit townhouse and (1) new single-family residence, per plan. Review and process for (2) Construction Records under 6668985-CN.]"
65,6682172-CN,Single Family/Duplex,2018-12-27,2020-04-24,"Establish use as and construct a single family residence , per plans"
66,6687329-CN,Single Family/Duplex,2018-12-26,2020-11-20,"Establish use as and construct new single family residence, per plan."
67,6705205-CN,Single Family/Duplex,2018-12-26,2020-06-11,"Construct NORTH SINGLE FAMILY DWELLING, per plan  (Establish use as townhouse and single family residence and construct South Two-family dwelling and North single family dwelling.  Review and process for two records under 6682524-CN)."
68,6685453-CN,Single Family/Duplex,2018-12-14,2020-05-04,"Establish use and construct single family dwelling with accessory dwelling unit (ADU) and attached garage, per plan."
69,6698926-CN,Single Family/Duplex,2018-12-04,2020-11-24,"Establish use and construct single family dwelling, per plans."
70,6677318-CN,Single Family/Duplex,2018-11-28,2021-04-01,"Establish use as and construct a single family residence and site shoring, per plans"
71,6684957-CN,Single Family/Duplex,2018-11-26,2020-06-08,"Establish use as and construct new single family residence, per plan."
72,6680702-CN,Single Family/Duplex,2018-11-19,2020-07-01,"Construct west single family residence, per plan (Establish use as and construct 3 new single family residences. Review and process for 3 record numbers under 6680702-CN)."
73,6680703-CN,Single Family/Duplex,2018-11-14,2020-05-22,"Establish use as and construct single family residence, per plan."
74,6617655-CN,Single Family/Duplex,2018-11-06,2021-03-05,"Establish use as and construct new single family residence, per plan."
75,6685451-CN,Single Family/Duplex,2018-10-31,2020-06-18,"Establish use as  and construct single family dwelling with attached garage, per plan."
76,6677578-CN,Single Family/Duplex,2018-10-31,2020-07-27,"Establish use as and construct single family residence, per plan."
77,6696832-CN,Single Family/Duplex,2018-10-31,2020-08-12,"Construct South single family residence (Bldg 2), per plan. (Establish use as and construct 2 new single family residences, per plan. Review & process for 2 records under permit #6686493-CN)."
78,6686493-CN,Single Family/Duplex,2018-10-31,2020-08-12,"Construct North single family residence (Bldg 1), per plan. (Establish use as and construct 2 new single family residences, per plan.  Review & process for 2 records under permit #6686493-CN)"
79,6685452-CN,Single Family/Duplex,2018-10-29,2020-06-18,"Establish use as and construct new single family residence, per plan."
80,6683535-CN,Single Family/Duplex,2018-10-29,2020-10-16,"Construct west building single family residence, per plan. (Establish use and construct 1 single family residence and 1 live-work structure, per plan. Review & process for 2 records under #6683535-CN)."
81,6696132-CN,Single Family/Duplex,2018-10-26,2020-02-26,"Construct east building (Establish use and construct 2 single family residences, per plan. Review & process for 2 records under #6688890-CN)."
82,6688890-CN,Single Family/Duplex,2018-10-26,2020-02-26,"Construct west building (Establish use and construct 2 single family residences, per plan. Review & process for 2 records under #6688890-CN)."
83,6690974-CN,Single Family/Duplex,2018-10-25,2020-08-19,"Establish use as single family residence and construct single family dwelling with attached garage, per plan."
84,6687910-CN,Single Family/Duplex,2018-10-23,2020-06-11,"Establish use as and construct new single family residence, per plan."
85,6694868-CN,Single Family/Duplex,2018-10-22,2020-09-16,"Construct East single family residence (SFR2), per plan. (Establish use as and construct 2 new single family residences, per plan. Review & process for 2 records under permit #6686556-CN)."
86,6679202-CN,Single Family/Duplex,2018-10-18,2020-11-03,"Establish use as and construct new single family residence, per plan."
87,6684328-CN,Single Family/Duplex,2018-10-18,2021-02-18,"Establish use as and construct new single family residence, per plan."
88,6679206-CN,Single Family/Duplex,2018-10-16,2021-03-31,"Remove accessory garage and construct single family dwelling, per plan."
89,6638301-CN,Single Family/Duplex,2018-10-15,2020-12-16,"Establish use as and construct single family residence, per plan."
90,6687892-CN,Single Family/Duplex,2018-10-11,2019-07-23,"Establish use and construct single family dwelling with attached garage, per plan."
91,6676120-CN,Single Family/Duplex,2018-10-05,2021-02-11,"Establish use as and construct new single family residence with attached parking, per plan."
92,6682532-CN,Single Family/Duplex,2018-09-27,2021-01-27,"Establish use as single family residence and construct single family dwelling with attached carport, per plan."
93,6685810-CN,Single Family/Duplex,2018-09-25,2020-04-05,"Establish use and construct single family dwelling with attached garage, per plan."
94,6669100-CN,Single Family/Duplex,2018-09-20,2021-02-25,"Establish use as and construct a single family residence with attached garage, per plan."
95,6655064-CN,Single Family/Duplex,2018-09-19,2020-07-09,"Establish use as and construct single family residence, per plan."
96,6688818-CN,Single Family/Duplex,2018-09-17,2020-11-04,"Construct single family residence (northeast building 4), per plans.  (Establish use for 6 single family residences and construct 6 one-family dwellings.  Reviews and processing for 6 construction records under 6682520-CN)"
97,6688816-CN,Single Family/Duplex,2018-09-17,2020-11-04,"Construct single family residence (north building 2), per plans.  (Establish use for 6 single family residences and construct 6 one-family dwellings.  Reviews and processing for 6 construction records under 6682520-CN)."
98,6688820-CN,Single Family/Duplex,2018-09-17,2020-11-04,"Construct single family residence (southeast building 6), per plans.  (Establish use for 6 single family residences and construct 6 one-family dwellings.  Reviews and processing for 6 construction records under 6682520-CN)"
99,6688819-CN,Single Family/Duplex,2018-09-17,2020-11-04,"Construct single family residence (southwest building 5), per plans.  (Establish use for 6 single family residences and construct 6 one-family dwellings.  Reviews and processing for 6 construction records under 6682520-CN)"
100,6682520-CN,Single Family/Duplex,2018-09-17,2020-11-04,"Construct single family residence (northwest building 1), per plans.  (Establish use for 6 single family residences and construct 6 one-family dwellings.  Reviews and processing for 6 construction records under 6682520-CN)."
101,6647596-CN,Single Family/Duplex,2018-09-04,2020-07-21,"Establish use as and construct single family residence, per plan."
102,6676862-CN,Single Family/Duplex,2018-08-31,2019-12-24,"Establish use and construct single family residence, per plan. Demo detached garage."
103,6654071-CN,Single Family/Duplex,2018-08-30,2020-05-08,"Establish use as and construct new single family residence, per plan."
104,6630328-CN,Single Family/Duplex,2018-08-29,2020-01-30,"Establish use and construct single family dwelling, per plan."
105,6683872-CN,Single Family/Duplex,2018-08-28,2020-03-24,"Establish use as and construct single family residence with attached garage, per plan."
106,6684850-CN,Single Family/Duplex,2018-08-27,2019-04-24,"Establish use and construct one single family dwelling, per plans."
107,6677421-CN,Single Family/Duplex,2018-08-24,2019-11-13,"Establish use as and construct new single family residence, per plan."
108,6668511-CN,Single Family/Duplex,2018-08-23,2020-08-28,"Construct duplex, per plans.  (Establish use as single family residence and townhouses and construct single family residence and duplex.  Reviews and processing for 2 construction records under 6622917-CN)"
109,6681514-CN,Single Family/Duplex,2018-08-22,2019-11-21,"Establish use as and construct single family residence, and detached accessory dwelling unit (DADU) with garage, per plan."
110,6653672-CN,Single Family/Duplex,2018-08-16,2020-07-27,"Establish use as and construct single family residence, per plan."
111,6648207-CN,Single Family/Duplex,2018-08-15,2020-11-19,"Establish use as and construct new single family residence, per plan."
112,6630688-CN,Single Family/Duplex,2018-08-10,2020-12-15,"Construct a single family residence, per plan."
113,6484076-CN,Single Family/Duplex,2018-08-06,2020-04-30,"Establish use as and construct a single family residence with attached garage, per plans."
114,6656555-CN,Single Family/Duplex,2018-07-26,2021-01-13,"Establish use as and construct a single family residence and detached accessory dwelling unit (DADU), per plan."
115,6639490-CN,Single Family/Duplex,2018-07-25,2020-09-25,"Construct a detached accessory dwelling unit for a single family residence, per plan."
116,6671390-CN,Single Family/Duplex,2018-07-17,2020-07-30,"Establish use as and construct new single family residence, per plan."
117,6643311-CN,Single Family/Duplex,2018-07-13,2020-03-05,"Establish use as and construct single family residence with attached garage, per plan"
118,6633793-CN,Single Family/Duplex,2018-07-13,2020-05-15,"Establish use as and construct new single family residence, per plan."
119,6670342-CN,Single Family/Duplex,2018-07-11,2020-09-25,"Establish use as and construct a single family residence with attached garage, per plans."
120,6676285-CN,Single Family/Duplex,2018-07-10,2019-11-15,"Establish use and construct one single family residence with attached garage, per plan."
121,6675701-CN,Single Family/Duplex,2018-07-09,2020-01-15,"Establish use as and construct single family residence, per plan."
122,6676594-CN,Single Family/Duplex,2018-07-05,2021-01-13,"Construct east single family residence, per plan (Construct live-work townhouse and single family residence, per plan - Review for 2 records under 6650402-CN)"
123,6635479-CN,Single Family/Duplex,2018-06-21,2020-03-05,"Establish use as and construct new single family residence, per plan."
124,6674517-CN,Single Family/Duplex,2018-06-20,2019-09-03,"Establish use as and construct east single family residence, per plan (Establish use as and construct two single family residences, per plan - processing for 2 records under 6671668-CN)"
125,6671668-CN,Single Family/Duplex,2018-06-20,2019-09-03,"Establish use as and construct west single family residence, per plan (Establish use as and construct two single family residences, per plan - processing for 2 records under 6671668-CN)"
126,6674686-CN,Single Family/Duplex,2018-06-20,2019-02-06,"Construct detached accessory structure for single family residence, subject to field inspection (STFI)."
127,6648552-CN,Single Family/Duplex,2018-06-19,2019-10-25,"Establish use as and construct new single family residence, per plan."
128,6600661-CN,Single Family/Duplex,2018-06-14,2020-07-29,"Construct new West duplex building, per plan. (Establish use as townhouse and single family and construct (1) duplex and (2) single family residences / review and process for 3 records under 6600661-CN)"
129,6673418-CN,Single Family/Duplex,2018-06-14,2020-07-29,"Construct new SE single family residence, per plan.. (Establish use as townhouse and single family construct (1) duplex and (2) single family residences / review and process for 3 records under 6600661-CN)"
130,6673412-CN,Single Family/Duplex,2018-06-14,2020-07-29,"Construct new SW single family residence, per plan. (Establish use as and construct (4) single family residences / review and process for 4 records under 6600661-CN)"
131,6669351-CN,Single Family/Duplex,2018-06-12,2019-11-14,"Construct single family residence with attached garage, per plan"
132,6670488-CN,Single Family/Duplex,2018-06-11,2020-05-18,"Establish use as and construct new single family residence, per plan."
133,6649229-CN,Single Family/Duplex,2018-06-06,2019-06-21,"Establish use as and construct new single family residence, per plan."
134,6655290-CN,Single Family/Duplex,2018-06-04,2019-06-04,"Establish use and construct a single family dwelling, per plan."
135,6639001-CN,Single Family/Duplex,2018-05-29,2020-12-18,"Establish use as and construct new single family residence, per plan."
136,6638364-CN,Single Family/Duplex,2018-05-29,2020-03-05,"Construct new South Single family residence, per plan (Establish use as and construct (2) new single family residences review and process for 2 Records under 6638364-CN)"
137,6669687-CN,Single Family/Duplex,2018-05-24,2020-02-14,"Construct new North Single family residence, per plan (Establish use as and construct (2) new single family residences review and process for 2 Records under 6638364-CN)"
138,6635246-CN,Single Family/Duplex,2018-05-18,2020-10-28,"Establish use as and construct single family residence with attached garage, per plan"
139,6651470-CN,Single Family/Duplex,2018-05-17,2020-09-23,"Establish use and construct a single family dwelling with a detached accessory dwelling unit, per plan."
140,6666269-CN,Single Family/Duplex,2018-05-17,2019-05-15,Establish use and construct single family residence with attached garage per plan.
141,6607581-CN,Single Family/Duplex,2018-05-16,2020-06-22,"Establish use as single family residence and construct single family dwelling, per plan."
142,6668050-CN,Single Family/Duplex,2018-05-16,2019-05-06,"Establish use as and construct new single family residence, per plan."
143,6667975-CN,Single Family/Duplex,2018-05-15,2020-10-07,"Establish use as and construct single family residence, per plan"
144,6668027-CN,Single Family/Duplex,2018-05-15,2020-01-23,"Establish use as and construct new single family residence, per plan."
145,6667587-CN,Single Family/Duplex,2018-05-12,2019-10-18,"Construct east single family dwelling with attached garage, per plan.  (Establish use as single family residence and construct 3 single family dwellings, review and process for 3 permits under 6666040-CN.)"
146,6637242-CN,Single Family/Duplex,2018-05-11,2019-10-16,"Construct new NW (SFR 1) single family residence, per plan (Establish use as and construct (4) new single family residences with attached garages/ review and process for 4 records under 6637242 - CN)"
147,6667722-CN,Single Family/Duplex,2018-05-11,2019-10-11,"Construct new SW (SFR 2) single family residence, per plan (Establish use as and construct (4) new single family residences with attached garages/ review and process for 4 records under 6637242 - CN)"
148,6667723-CN,Single Family/Duplex,2018-05-11,2019-10-11,"Construct new NE (SFR 3) single family residence, per plan (Establish use as and construct (4) new single family residences with attached garages/ review and process for 4 records under 6637242 - CN)"
149,6667724-CN,Single Family/Duplex,2018-05-11,2019-10-16,"Construct new SE (SFR 2) single family residence, per plan (Establish use as and construct (4) new single family residences with attached garages/ review and process for 4 records under 6637242 - CN)"
150,6635814-CN,Single Family/Duplex,2018-05-10,2019-11-21,"Establish use as and construct a single family residence, per plan."
151,6666036-CN,Single Family/Duplex,2018-05-01,2020-08-05,"Establish use as and construct new single family residence, per plan."
152,6645182-CN,Single Family/Duplex,2018-04-27,2020-02-12,"Establish use as and construct single family residence with attached accessory dwelling unit and attached parking, per plan."
153,6639399-CN,Single Family/Duplex,2018-04-26,2019-08-08,"Construct single family dwelling, per plan. (Establish use as single family residence and townhouse and construct single family dwelling and two-family dwelling, review and process for 2 AP's under AP# 6639399.)"
154,6631155-CN,Single Family/Duplex,2018-04-26,2019-11-13,"Establish use as and construct a single family residence with an accessory dwelling unit, per plans."
155,6608334-CN,Single Family/Duplex,2018-04-26,2021-01-20,"Construct new East single-family residence, per plan (Establish use as and construct (3) single family residences, review and process for 3 AP's under 6608334)"
156,6649037-CN,Single Family/Duplex,2018-04-26,2020-03-03,"Establish use as and construct new single family residence with detached accessory dwelling unit, per plan."
157,6651471-CN,Single Family/Duplex,2018-04-26,2020-09-23,"Establish use as and construct new single family residence with detached accessory dwelling unit (DADU), per plan."
158,6634689-CN,Single Family/Duplex,2018-04-25,2019-08-13,"Construct West single family residence, per plan. (Establish use as duplex and single family and construct a single family residence and a duplex, per plan. Review and process for 2 A/P's under 6634689)."
159,6658162-CN,Single Family/Duplex,2018-04-25,2019-08-13,"Construct East duplex, per plan. (Establish use as duplex and single family and construct a single family residence and a duplex, per plan. Review and process for 2 A/P's under 6634689)."
160,6656304-CN,Single Family/Duplex,2018-04-16,2021-04-05,"Construct South single family residence with surface parking, per plan. (Establish use as and construct three single family residences, per plan. Three A/P's under 6638882)."
161,6656303-CN,Single Family/Duplex,2018-04-16,2021-03-30,"Construct Middle single family residence with surface parking, per plan. (Establish use as and construct three single family residences, per plan. Three A/P's under 6638882)."
162,6638882-CN,Single Family/Duplex,2018-04-16,2021-03-30,"Construct North single family residence with surface parking, per plan. (Establish use as and construct three single family residences, per plan. Three A/P's under 6638882)."
163,6636342-CN,Single Family/Duplex,2018-04-06,2019-04-26,"Establish use as and construct new Single Family structure including off-site parking for neighboring properties, per plan."
164,6632023-CN,Single Family/Duplex,2018-04-04,2020-01-15,"Establish use as and construct a new single family residence, per plan."
165,6630925-CN,Single Family/Duplex,2018-04-04,2019-03-22,"Establish use as and construct new single family residence, per plan."
166,6645538-CN,Single Family/Duplex,2018-04-02,2019-05-09,"Establish use as and construct a single family residence, per plans."
167,6647488-CN,Single Family/Duplex,2018-04-02,2020-01-16,"Establish use as and construct new single family residence, per plan."
168,6576536-CN,Single Family/Duplex,2018-03-31,2019-05-20,"Establish use as and construct single family residence with attached garage, per plan."
169,6646497-CN,Single Family/Duplex,2018-03-30,2020-02-25,"Establish use as and construct new single family residence with attached garage, per plan."
170,6636586-CN,Single Family/Duplex,2018-03-30,2020-03-11,"Establish use as and construct single family residence, per plan."
171,6601617-CN,Single Family/Duplex,2018-03-30,2020-02-25,"Establish use and construct a single family dwelling with attached garage, per plan."
172,6628171-CN,Single Family/Duplex,2018-03-29,2019-08-26,"Establish use and construct a single family dwelling, per plan."
173,6627899-CN,Single Family/Duplex,2018-03-29,2019-09-12,"Establish use as and construct single family residence with attached garage, per plan."
174,6638425-CN,Single Family/Duplex,2018-03-29,2019-12-27,"Establish use as and construct new single family residence with detached accessory dwelling unit (DADU), per plan."
175,6594720-CN,Single Family/Duplex,2018-03-20,2020-02-04,"Establish use as and construct single family residence, per Standard Plan (AP# 6594717)."
176,6645801-CN,Single Family/Duplex,2018-03-19,2019-08-21,"Construct center single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and processing for 3 AP's under # 6628776)."
177,6645802-CN,Single Family/Duplex,2018-03-19,2019-08-21,"Construct north single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and processing for 3 AP's under # 6628776)."
178,6594724-CN,Single Family/Duplex,2018-03-19,2020-05-22,"Establish use as and construct single family residence, per Standard Plan (AP# 6594717)."
179,6594725-CN,Single Family/Duplex,2018-03-19,2020-07-10,"Establish use as and construct single family residence, per Standard Plan (AP# 6594717)."
180,6628130-CN,Single Family/Duplex,2018-03-19,2020-08-25,"Construct west single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and process for 3 AP's under # 6628130.)"
181,6614716-CN,Single Family/Duplex,2018-03-18,2020-08-20,"Establish use as and construct new single family residence with attached garage, per plan."
182,6594723-CN,Single Family/Duplex,2018-03-18,2020-05-22,"Establish use as and construct single family residence, per Standard Plan (AP# 6594717)."
183,6650942-CN,Single Family/Duplex,2018-03-18,2020-08-25,"Construct center single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and process for 3 AP's under # 6628130.)"
184,6638365-CN,Single Family/Duplex,2018-03-18,2019-12-27,"Establish use as and construct new single family residence with a new detached accessory dwelling unit, per plan."
185,6650943-CN,Single Family/Duplex,2018-03-15,2020-06-25,"Construct east single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and process for 3 AP's under # 6628130.)"
186,6614382-CN,Single Family/Duplex,2018-03-13,2019-11-12,"Establish use as and construct new single family residence, per plan"
187,6627101-CN,Single Family/Duplex,2018-03-08,2019-09-13,"Establish use as and construct single family residence with attached garage, per plan."
188,6602994-CN,Single Family/Duplex,2018-03-07,2019-12-02,"Establish use as and construct new single family residence and detached accessory dwelling unit (DADU), per plan."
189,6641978-CN,Single Family/Duplex,2018-03-05,2019-12-20,"Establish use as and construct single family residence, per plan."
190,6637250-CN,Single Family/Duplex,2018-03-05,2019-10-28,"Construct north (SFR-2), per plan. (Establish use as and construct (2) single family residences, per plan. Review and processing for 2 A/P's under 6614244)"
191,6614244-CN,Single Family/Duplex,2018-03-05,2019-10-28,"Construct south (SFR-1), per plan. (Establish use as and construct (2) single family residences, per plan. Review and processing for 2 A/P's under 6614244)"
192,6629643-CN,Single Family/Duplex,2018-03-02,2020-09-14,"Establish use as and construct single family residence with attached garage, per plan."
193,6624729-CN,Single Family/Duplex,2018-02-27,2019-08-08,"Construct new single family residence (SFR1) to the West, per plan. (Establish use as and construct 3 new single family residences, per plan. Review & processing for 3 AP's under permit #6624729)"
194,6647499-CN,Single Family/Duplex,2018-02-27,2019-08-08,"Construct new single family residence (SFR2) to the middle, per plan. (Establish use as and construct 3 new single family residences, per plan. Review & processing for 3 AP's under permit #6624729)"
195,6647500-CN,Single Family/Duplex,2018-02-27,2019-08-08,"Construct new single family residence (SFR3) to the East, per plan. (Establish use as and construct 3 new single family residences, per plan. Review & processing for 3 AP's under permit #6624729)"
196,6604128-CN,Single Family/Duplex,2018-02-26,2020-05-22,"Establish use as and construct new single family residence with terraced garage, per plan."
197,6622831-CN,Single Family/Duplex,2018-02-23,2019-05-23,"Establish use as and construct single family residence with attached garage, per plan."
198,6618874-CN,Single Family/Duplex,2018-02-23,2020-09-10,"Establish use as and construct single family residence with attached garage, per plan."
199,6628434-CN,Single Family/Duplex,2018-02-21,2019-10-11,"Establish use as and construct a single family residence with an accessory dwelling unit, per plan."
200,6628776-CN,Single Family/Duplex,2018-02-16,2019-08-21,"Construct south single family dwelling, per plan. (Establish use as single family residence and construct 3 single family dwellings/ review and processing for 3 AP's under # 6628776)."
201,6620603-CN,Single Family/Duplex,2018-02-15,2020-05-12,"Establish use as and construct new single family residence, per plan."
202,6618419-CN,Single Family/Duplex,2018-02-15,2019-08-16,"Establish use as and construct new single family residence, per plan."
203,6644336-CN,Single Family/Duplex,2018-02-09,2020-01-16,"Construct (south) single family residence, per plan. (Establish use as and construct two new single family structures and processing of 2 AP's under 6632935)."
