,PermitNum,PermitClass,AppliedDate,CompletedDate,Description
1382,6451318-CN,Single Family/Duplex,2015-03-17,2018-02-26,"Establish use as and construct new single family residence with attached accessory dwelling unit, per plan."
1383,6457950-CN,Single Family/Duplex,2015-03-17,2017-01-06,"Construct north single family residence, per plans. (Establish use as 3 single family residences and construct 3 one family dwellings. Reviews and processing for 3 AP's under 6457950)."
1384,6454929-CN,Single Family/Duplex,2015-03-16,2016-12-30,"Establish use as and construct single family residence with attached garage, per plan."
1385,6451336-CN,Single Family/Duplex,2015-03-16,2018-02-26,"Establish use as and construct single family residence with attached garage and accessory dwelling unit, per plan."
1386,6461655-CN,Single Family/Duplex,2015-03-16,2015-05-14,Construct detached garage accessory to a single family residence subject to field inspection
1387,6463233-CN,Single Family/Duplex,2015-03-16,2016-05-06,"Establish us as and construct single family dwelling with surface parking, per plan. (Establish use as and construct single family residence and two unit townhouse, per plan. 2 AP's under 6449236)"
1388,6449236-CN,Single Family/Duplex,2015-03-16,2016-04-07,"Establish us as and construct two unit townhouse with surface parking, per plan. (Establish use as and construct single family residence and two unit townhouse, per plan. 2 AP's under 6449236)"
1389,6460743-CN,Single Family/Duplex,2015-03-16,2016-11-22,"Establish use as and construct a single family residence, per plans(no demo needed)"
1390,6456497-CN,Single Family/Duplex,2015-03-12,2016-06-29,Establish use and construct single family dwelling with attached garage per plan.
1391,6410795-CN,Multifamily,2015-03-11,2016-12-30,"Construct 5-unit townhouse, per plans.  (Establish use for townhouses and single family residence and construct dwellings.  Reviews and processing for 2 A/Ps under 6410795)"
1392,6463469-CN,Multifamily,2015-03-11,2016-12-30,"Construct Single Family Residence, per plans.  (Establish use for townhouses and single family residence and construct dwellings.  Reviews and processing for 2 A/Ps under 6410795)"
1393,6460293-CN,Single Family/Duplex,2015-03-10,2016-04-01,"Establish use as and construct a new single family dwelling w/attached garage, per plans."
1394,6458403-CN,Single Family/Duplex,2015-03-09,2016-10-28,Construct 2-unit townhouse per plan. (Establish use and construct (1) 2-unit townhouse and (2) single family residences w/surface parking. Review & Processing for 3 AP's under 6458403)
1395,6462873-CN,Single Family/Duplex,2015-03-09,2016-10-28,"Construct (North) single family residence, per plan. (Establish use and construct (1) 2-unit townhouse and (2) single family residences w/surface parking. Review & Processing for 3 AP's under 6458403)"
1396,6462874-CN,Single Family/Duplex,2015-03-09,2016-10-28,"Construct (South) single family residence, per plan. (Establish use and construct (1) 2-unit townhouse and (2) single family residences w/surface parking. Review & Processing for 3 AP's under 6458403)"
1397,6444809-CN,Single Family/Duplex,2015-03-06,2016-04-25,"Establish use and construct single family dwelling with attached garage, per plan."
1398,6439508-CN,Single Family/Duplex,2015-03-04,2017-04-12,"Establish use as and construct northwest single family residence, per plan. (Establish use as and construct four new single family residences / Review and processing for 4 AP's under 6439508)."
1399,6457736-CN,Single Family/Duplex,2015-03-04,2016-12-23,"Establish use as and Construct new single family residence with attached garage, per plan."
1400,6456896-CN,Single Family/Duplex,2015-03-02,2016-02-17,Construct single family residence per plans.
1401,6432337-CN,Single Family/Duplex,2015-03-02,2018-06-14,"Establish use as and construct a single family residence with attached garage, per plan.(Revision to permit 6432337: Revise location of shoring wall and piles and other revision per plan."
1402,6447316-CN,Single Family/Duplex,2015-03-02,2017-04-25,"Construct West single family residence, per plan (Establish use as and construct (2) new single family residences with surface parking/Review and process for 2 APs under 6447316). Note that DPD Nos. 6457855 and 6447316 must be issued concurrently."
1403,6456734-CN,Single Family/Duplex,2015-02-28,2016-08-04,"Establish use and construct a single family residence, per plans"
1404,6452372-CN,Single Family/Duplex,2015-02-27,2017-04-03,Establish use and construct a single family residence with attached garage per plan.
1405,6461353-CN,Single Family/Duplex,2015-02-27,2016-07-18,"Construct single family residence, per plans.  (Establish use as 2-unit townhouse and single family residence and construct one and two-family dwellings.  Reviews and processing for 2 A/Ps under 6422314)"
1406,6452356-CN,Single Family/Duplex,2015-02-26,2015-11-24,"Establish use as and construct new single family residence and detached garage, per plan."
1407,6451536-CN,Multifamily,2015-02-25,2016-05-27,"Construct a 2-family dwelling, per plans. (Establish use as and construct a 2-family dwelling and a single family residence. Review and processing for 2 A/P's under 6451536)"
1408,6440357-CN,Single Family/Duplex,2015-02-25,2016-05-26,"Establish use as and construct new single family residence with attached garage, per plan."
1409,6460464-CN,Multifamily,2015-02-25,2016-05-10,"Construct a single family residence, per plans (Establish use as and construct a 2-family dwelling and a single family residence. Review and processing for 2 A/P's under 6451536"
1410,6441802-CN,Single Family/Duplex,2015-02-24,2017-03-21,"Construct northwest SFR #1 per plans, this permit (Establish use as and construct 5 single family residences. Review and processing under 6441802)."
1411,6455081-CN,Single Family/Duplex,2015-02-24,2016-02-23,"Establish use and construct single family dwelling with attached garage, per plan."
1412,6448853-CN,Single Family/Duplex,2015-02-24,2016-02-09,"Construct new (North) single family residence with surface parking this permit, per plan  (Establish use as and construct (3) new single family residences with surface parking, per plan - Processing and Routing for 3APs under 6448853)."
1413,6449250-CN,Single Family/Duplex,2015-02-24,2016-07-25,"Establish use as and construct a single family residence, per plans"
1414,6458156-CN,Single Family/Duplex,2015-02-23,2016-11-09,"Establish use and construct a single family residence with attached garage, per plans.**Revised to add ADU (accessory dwelling unit) on lower floor via 6543738**"
1415,6460473-CN,Single Family/Duplex,2015-02-23,2017-04-12,"Construct southwest SFR #4 per plans, this permit (Establish use as and construct 5 single family residences. Review and processing under 6441802)."
1416,6460472-CN,Single Family/Duplex,2015-02-23,2017-03-21,"Construct northeast SFR #3 per plans, this permit (Establish use as and construct 5 single family residences. Review and processing under 6441802)."
1417,6460398-CN,Single Family/Duplex,2015-02-23,2016-02-09,"Construct new (Middle) single family residence with surface parking this permit, per plan  (Establish use as and construct (3) new single family residences with surface parking, per plan - Processing and Routing for 3APs under 6448853)."
1418,6460397-CN,Single Family/Duplex,2015-02-23,2016-02-09,"Construct new (South) single family residence with surface parking this permit, per plan  (Establish use as and construct (3) new single family residences with surface parking, per plan - Processing and Routing for 3APs under 6448853)."
1419,6446726-CN,Single Family/Duplex,2015-02-19,2016-05-23,"Construct ""C"" unit (SW) per plan (Establish use and construct 3 single family residences per plans. Review and process for 3 A/P's under 6446726)"
1420,6459723-CN,Single Family/Duplex,2015-02-18,2016-05-23,"Construct ""B"" unit (SE) per plan (Establish use and construct 3 single family residences per plans. Review and process for 3 A/P's under 6446726)"
1421,6459724-CN,Single Family/Duplex,2015-02-18,2016-05-23,"Construct ""A"" unit (NE) per plan (Establish use and construct 3 single family residences per plans. Review and process for 3 A/P's under 6446726)"
1422,6453399-CN,Single Family/Duplex,2015-02-12,2015-12-01,"Establish use as single family dwelling and construct single family dwelling with attached garage, per plan."
1423,6457332-CN,Single Family/Duplex,2015-02-12,2015-12-03,Construct shed in rear yard accessory to single family dwelling subject to field inspection (STFI)
1424,6458700-CN,Single Family/Duplex,2015-02-11,2017-03-29,"Construct (Northeast) single family residence with surface parking, per plan. (Establish use as and construct (2) two new single family residences, per plan - Processing and Routing for 2APs under 6458699)"
1425,6458699-CN,Single Family/Duplex,2015-02-11,2017-03-29,"Construct (Southeast) single family residence with surface parking, per plan. (Establish use as and construct (2) two new single family residences, per plan - Processing and Routing for 2APs under 6458699)"
1426,6457569-CN,Single Family/Duplex,2015-02-09,2017-08-14,"Construct (Mid west)  single family residence with attached garage per plan. (Establish use as and construct 5 new single family residences 2 with garage and 3 with surface parking, Review and Processing for 5 AP's under 6428215)."
1427,6451828-CN,Single Family/Duplex,2015-02-09,2016-02-11,"Establish use as and construct new single family residence with attached garage, per plan."
1428,6457411-CN,Single Family/Duplex,2015-02-09,2016-06-07,Construct (east/building 3) single family residence with surface parking per plan. Establish use as and construct 3 new single family residences with surface parking and processing of 3 AP?s under 6446442).
1429,6428215-CN,Single Family/Duplex,2015-02-09,2017-08-11,"Construct (SW) single family residence with attached garage, per plan.  (Establish use as and construct 5 new single family residences 2 with garage and 3 with surface parking, Review and Processing for 5 AP's under 6428215). per plan."
1430,6457410-CN,Single Family/Duplex,2015-02-09,2016-06-07,Construct (middle/building 2) single family residence with surface parking per plan.  Establish use as and construct 3 new single family residences with surface parking and processing of 3 AP?s under 6446442).
1431,6449349-CN,Single Family/Duplex,2015-02-09,2016-09-16,"Establish use as and construct single family residence with accessory dwelling unit (ADU) and attached garage, per plan."
1432,6422569-CN,Single Family/Duplex,2015-02-09,2016-08-04,Establish use as and Construct new single family residence with attached garage/per plan.
1433,6457571-CN,Single Family/Duplex,2015-02-09,2017-08-14,"Construct (NE )  single family residence with surface parking per plan. (Establish use as and construct 5 new single family residences 2 with garage and 3 with surface parking, Review and Processing for 5 AP's under 6428215)."
1434,6446442-CN,Single Family/Duplex,2015-02-09,2016-06-07,Construct (west/building 1) single family residence with surface parking per plan.  Establish use as and construct 3 new single family residences with surface parking and processing of 3 AP?s under 6446442).
1435,6457570-CN,Single Family/Duplex,2015-02-09,2017-08-14,"Construct (NW) single family residence with surface parking per plan. (Establish use as and construct 5 new single family residences 2 with garage and 3 with surface parking, Review and Processing for 5 AP's under 6428215)."
1436,6457572-CN,Single Family/Duplex,2015-02-09,2017-08-08,"Construct (SE )  single family residence with surface parking per plan. (Establish use as and construct 5 new single family residences 2 with garage and 3 with surface parking, Review and Processing for 5 AP's under 6428215)."
1437,6441755-CN,Single Family/Duplex,2015-02-03,2017-02-27,Establish use and construct single family residence with attached garage per plan.
1438,6448532-CN,Single Family/Duplex,2015-02-03,2017-01-06,"Establish use as and construct a single family residence, per plan."
1439,6449341-CN,Single Family/Duplex,2015-01-30,2016-04-19,"Establish use as and construct new single family residence and detached garage/accessory dwelling unit, per plan."
1440,6452532-CN,Single Family/Duplex,2015-01-30,2015-12-04,Establish use and construct single family residence with attached garage per plan.
1441,6445656-CN,Single Family/Duplex,2015-01-30,2015-11-16,"Establish use and construct single family dwelling with attached garage, per plan."
1442,6449006-CN,Single Family/Duplex,2015-01-29,2016-04-01,"Establish use as and construct single family residence with attached garage, per plan."
1443,6456540-CN,Single Family/Duplex,2015-01-29,2016-06-22,"Establish use as and construct two unit townhouse with surface parking, per plan. (Establish use as and construct (3) single family residences and (1) two unit townhome with surface parking, Reviews and processing for 4 APs under 6442772)"
1444,6456660-CN,Single Family/Duplex,2015-01-29,2016-07-21,"Construct NE single family residence, per plan. (Establish use as and construct (4) new  single family residences with surface parking/reviews and process for 4 AP's under 6443817)"
1445,6443817-CN,Single Family/Duplex,2015-01-29,2016-07-20,"Construct NW single family residence, per plan. (Establish use as and construct (4) new  single family residences with surface parking/reviews and process for 4 AP's under 6443817)"
1446,6456662-CN,Single Family/Duplex,2015-01-29,2016-07-19,"Construct SW single family residence, per plan. (Establish use as and construct (4) new  single family residences with surface parking/reviews and process for 4 AP's under 6443817)"
1447,6456661-CN,Single Family/Duplex,2015-01-29,2016-07-20,"Construct SE single family residence, per plan. (Establish use as and construct (4) new  single family residences with surface parking/reviews and process for 4 AP's under 6443817)"
1448,6452806-CN,Single Family/Duplex,2015-01-29,2017-03-01,Construct east unit this permit (Establish use as and construct 2 single family residences w/surface parking per plans. Review and processing for 2 A/P's under 6452806)
1449,6343745-CN,Single Family/Duplex,2015-01-29,2016-10-06,"Establish use as and construct single family dwelling with attached garage, per plans."
1450,6456539-CN,Single Family/Duplex,2015-01-29,2016-06-23,"Establish use as and construct Southeast single family residence with surface parking, per plan. (Establish use as and construct (3) single family residences and (1) two unit townhome with surface parking, Reviews and processing for 4 APs under 6442772)"
1451,6442772-CN,Single Family/Duplex,2015-01-29,2016-06-24,"Establish use as and construct Northwest single family residence with surface parking, per plan. (Establish use as and construct (3) single family residences and (1) two unit townhome with surface parking, Reviews and processing for 4 APs under 6442772)"
1452,6448691-CN,Single Family/Duplex,2015-01-29,2016-01-27,"Establish use as and construct a single family residence w/detached garage, per plans."
1453,6434077-CN,Single Family/Duplex,2015-01-29,2016-10-06,"Establish use as and construct single family dwelling with attached garage, per plans."
1454,6456538-CN,Single Family/Duplex,2015-01-29,2016-06-23,"Establish use as and construct Northeast single family residence with surface parking, per plan. (Establish use as and construct (3) single family residences and (1) two unit townhome with surface parking, Reviews and processing for 4 APs under 6442772)"
1455,6453839-CN,Single Family/Duplex,2015-01-29,2016-02-02,"Establish use as single family residence and construct single family dwelling, per plans."
1456,6447575-CN,Single Family/Duplex,2015-01-28,2015-12-22,"Establish use for single family dwelling and construct single family with attached garage, per plan."
1457,6449240-CN,Single Family/Duplex,2015-01-28,2016-05-11,"Construct accessory dwelling unit, accessory to single family dwelling , per plans"
1458,6456758-CN,Single Family/Duplex,2015-01-28,2017-03-01,Construct west unit this permit (Establish use as and construct 2 single family residences w/surface parking per plans. Review and processing for 2 A/P's under 6452806)
1459,6456099-CN,Single Family/Duplex,2015-01-27,2018-05-31,"Establish use as and construct Northwest single family residence with attached garage, per plan. Review and processing for 4 AP's under 6400667."
1460,6437927-CN,Single Family/Duplex,2015-01-27,2016-05-19,"Construct east SFR this permit. Establish use and construct 2 single family residences w/attached garages, per plans. Review and processing for 2 AP?s under 6437927."
1461,6450729-CN,Single Family/Duplex,2015-01-26,2017-04-04,"Construct west two family dwelling per plan.(Establish use as townhouse and SFR and construct a two family and single family residence, per plans. Review and processing for 2 A/P's under 6450729)"
1462,6456102-CN,Single Family/Duplex,2015-01-26,2017-04-04,"Construct east single family residence dwelling per plan.(Establish use as townhouse and SFR and construct a two family and single family residence, per plans. Review and processing for 2 A/P's under 6450729)"
1463,6456101-CN,Single Family/Duplex,2015-01-26,2018-05-31,"Establish use as and construct Southeast single family residence with attached garage, per plan. Review and processing for 4 AP's under 6400667."
1464,6432856-CN,Single Family/Duplex,2015-01-24,2016-12-09,"Establish use as and construct east single family residence, per plan. (Establish use as and construct two new single family residences / Review and processing for 2 AP's under 6432856)"
1465,6455362-CN,Single Family/Duplex,2015-01-24,2016-12-09,"Establish use as and construct west single family residence, per plan. (Establish use as and construct two new single family residences / Review and processing for 2 AP's under 6432856)"
1466,6426270-CN,Single Family/Duplex,2015-01-24,2016-02-02,"Establish use as and construct single family residence with attached garage, per plan."
1467,6443125-CN,Single Family/Duplex,2015-01-24,2016-03-24,"Establish use as and construct a single family residence w/attached garage, per plans"
1468,6433309-CN,Single Family/Duplex,2015-01-20,2016-03-11,"Establish use as and construct an single family residence w/ attached garage, per plans"
1469,6448682-CN,Single Family/Duplex,2015-01-20,2016-04-14,"Establish use as and construct single family residence with attached garage, per plan."
1470,6454910-CN,Single Family/Duplex,2015-01-20,2016-12-06,"Establish use as and construct WEST single family residence, per plan. (Establish use as and construct two new single family residences / Review and processing for 2 AP's under 6432849)."
1471,6432849-CN,Single Family/Duplex,2015-01-20,2016-12-06,"Establish use as and construct EAST single family residence, per plan. (Establish use as and construct two new single family residences / Review and processing for 2 AP's under 6432849)."
1472,6455305-CN,Single Family/Duplex,2015-01-20,2016-05-19,"Construct west SFR this permit. Establish use and construct 2 single family residences w/attached garages, per plans. Review and processing for 2 AP?s under 6437927."
1473,6448283-CN,Single Family/Duplex,2015-01-16,2015-08-12,"Establish use as and construct new single family residence with attached garage, per plan."
1474,6446488-CN,Single Family/Duplex,2015-01-14,2017-03-20,"Establish use as and construct single family residence with attached garage, per plan."
1475,6453695-CN,Single Family/Duplex,2015-01-14,2017-04-21,"Construct east single family dwelling, per plans.  (Establish use for 2 single family residences and construct 2 single family dwellings.  Reviews and processing for 2 A/Ps under 6451827)"
1476,6447022-CN,Single Family/Duplex,2015-01-14,2015-10-08,"CONSTRUCT NEW SINGLE FAMILY DWELLING WITH ATTACHED GARAGE, DECK AND COVERED PORCH ON VACANT LOT PARCEL C, PER PLANS."
1477,6451827-CN,Single Family/Duplex,2015-01-14,2017-04-21,"Construct west single family dwelling, per plans.  (Establish use for 2 single family residences and construct 2 single family dwellings.  Reviews and processing for 2 A/Ps under 6451827)"
1478,6437770-CN,Single Family/Duplex,2015-01-14,2017-09-05,"Establish use as and construct a single family residence, per plans9/1/17 REM: BY MUTUAL AGGREEMENT, EXPIRATION HAS BEEN CHANGED TO 12/31/17."
1479,6420650-CN,Single Family/Duplex,2015-01-13,2018-03-28,"Establish use as and construct one single family dwelling with attached garage, per plans."
1480,6441175-CN,Single Family/Duplex,2015-01-09,2016-05-25,"Establish use as and construct a single family residence with attached garage, per plan."
1481,6414042-CN,Single Family/Duplex,2015-01-07,2017-12-20,"Construct new NW single family dwelling this permit.[Establish use as and Construct (4) single family residences, per plan]. Review and Process for (4) A/P's under 6414042."
1482,6453451-CN,Single Family/Duplex,2015-01-07,2017-12-20,"Construct new NE single family dwelling this permit.[Establish use and Construct (4) single family residences, per plan].Review and processing for (4) A/P's under 6414042."
1483,6453452-CN,Single Family/Duplex,2015-01-07,2017-12-20,"Construct new SW single family dwelling this permit.[Establish use as and Construct (4) single family residences, per plan].Review and processing for (4) A/P's under 6414042."
1484,6453453-CN,Single Family/Duplex,2015-01-07,2017-12-20,"Construct new SE single family dwelling this permit.[Establish use and Construct (4) single family residences, per plan].Review and processing for (4) A/P's under 6414042."
1485,6447248-CN,Single Family/Duplex,2015-01-06,2018-01-19,"Construct northeast single family residence, per plans. (Construct two 1-family and one 2-family dwellings. Reviews and processing for 3 A/P's under 6414041)."
1486,6447247-CN,Single Family/Duplex,2015-01-06,2018-01-19,"Construct northwest single family residence, per plans. (Construct two 1-family and one 2-family dwellings. Reviews and processing for 3 A/P's under 6414041)."
1487,6437760-CN,Single Family/Duplex,2015-01-05,2016-09-27,"Establish use as and construct new single family residence, per plan."
1488,6443802-CN,Single Family/Duplex,2015-01-05,2016-06-03,"Establish use as and construct east single family residence with surface parking, per plan (Establish use as and construct three single family residences with surface and covered parking, per plan - 3 APs under 6443802)"
1489,6441257-CN,Single Family/Duplex,2015-01-05,2015-10-19,"CLOSED AS INCOMPLETE - EXPIRED PERMIT. Establish use as and construct two unit townhouse, per plan (Establish use as and construct two unit townhouse and single family residence, per plan - 2APs under 6441257)"
1490,6453094-CN,Single Family/Duplex,2015-01-05,2016-06-06,"Establish use as and construct west single family residence with surface parking, per plan (Establish use as and construct three single family residences with surface and covered parking, per plan. (3 APs under 6443802)"
1491,6453091-CN,Single Family/Duplex,2015-01-05,2015-09-17,"Establish use as and construct Single Family Residence, per plan (Establish use as and construct two unit townhouse and single family residence, per plan - 2APs under 6441257)"
1492,6439786-CN,Single Family/Duplex,2015-01-05,2016-08-29,"Establish use as and construct single family residence and detached garage, per plan"
1493,6453095-CN,Single Family/Duplex,2015-01-05,2016-06-03,"Establish use as and construct middle single family residence with surface parking, per plan (Establish use as and construct three single family residences with surface and covered parking, per plan. (3 APs under 6443802)"
1494,6429457-CN,Single Family/Duplex,2015-01-02,2016-11-23,"Establish use as and construct single family residence with attached garage, per plan"
1495,6432233-CN,Single Family/Duplex,2015-01-02,2016-05-17,"Remove detached garage and establish use as and construct new single family residence with attached garage, per plan."
1496,6432246-CN,Single Family/Duplex,2015-01-02,2016-11-02,"Establish use for and construct a new single family dwelling with attached garage on vacant site, per plans."
1497,6438067-CN,Single Family/Duplex,2014-12-31,2016-09-14,"Establish use as and construct new single family residence with attached garage, per plan."
1498,6435477-CN,Single Family/Duplex,2014-12-31,2016-10-28,"Establish use as and construct single family residence with attached garage, per plan."
1499,6432536-CN,Single Family/Duplex,2014-12-30,2017-06-13,"Establish use as single family residence and construct new single family dwelling with detached garage, per plans."
1500,6437897-CN,Multifamily,2014-12-26,2017-08-25,"Construct two family dwelling with attached garage, per plan. (Establish use as single family residence and duplex and construct (1) new two family dwelling and (2) single family residence/review and processing for 3 AP's under 6437897)"
1501,6451552-CN,Multifamily,2014-12-26,2017-08-25,"Construct one East single family dwelling with attached garage, per plan. (Establish use as single family residence and duplex and construct (1) new two family dwelling and (2) single family residence/review and processing for 3 AP's under 6437897)"
1502,6440804-CN,Single Family/Duplex,2014-12-22,2015-12-22,"Establish use as and construct single family residence with attached garage, per plan"
1503,6434362-CN,Single Family/Duplex,2014-12-22,2016-12-27,"Establish use as and construct southwest single family residence with attached garage, per plan.  (Establish use as and construct four single family residences with attached garages, per plan / Review and processing for four AP's under 6434362)"
1504,6439586-CN,Single Family/Duplex,2014-12-19,2016-05-04,"Construct single family residence with attached garage, per plan (Construct single family residence and two unit townhouse with attached garages, per plan - 2APs under 6439586)"
1505,6443181-CN,Single Family/Duplex,2014-12-19,2016-03-30,"Establish use and construct single family dwelling with attached garage, per plan."
1506,6451702-CN,Single Family/Duplex,2014-12-19,2016-12-27,"Establish use as and construct northeast single family residence with attached garage, per plan.  (Establish use as and construct four single family residences with attached garages, per plan / Review and processing for four AP's under 6434362)"
1507,6451551-CN,Multifamily,2014-12-19,2017-08-25,"Construct one west single family dwelling with attached garage, per plan. (Establish use as single family residence and duplex and construct (1) new two family dwelling and (2) single family residence/review and processing for 3 AP's under 6437897)"
1508,6451701-CN,Single Family/Duplex,2014-12-19,2016-12-27,"Establish use as and construct southeast single family residence with attached garage, per plan.  (Establish use as and construct four single family residences with attached garages, per plan / Review and processing for four AP's under 6434362)"
1509,6414472-CN,Single Family/Duplex,2014-12-19,2016-10-31,"Establish use for and construct new single family dwelling with attached garage and roof decks, per plans."
1510,6445366-CN,Single Family/Duplex,2014-12-19,2017-02-24,Establish use and construct single family dwelling with attached garage per plan.
1511,6425210-CN,Single Family/Duplex,2014-12-18,2016-08-01,Establish use and construct single family dwelling and detached garage per plan.
1512,6444468-CN,Single Family/Duplex,2014-12-18,2017-01-11,"Construct (north) single family residence with attached carport, per plan. (Establish use as single family residences and construct two single family structures with attached carports and processing of 2 AP's under 6444468)."
1513,6451368-CN,Single Family/Duplex,2014-12-18,2016-04-29,"Construct two unit duplex with attached garage, per plan (Construct single family residence and two unit townhouse with attached garages, per plan ? 2APs under 6439586)"
1514,6451066-CN,Multifamily,2014-12-18,2016-04-04,"Construct East single family residence, per plan (Establish use as and construct two single family residences / review and process for 2APs under 6442134)"
1515,6450742-CN,Single Family/Duplex,2014-12-18,2017-01-11,"Construct (south) single family residence with attached carport, per plan. (Establish use as single family residences and construct two single family structurew with attached carports and processing of 2 AP's under 6444468)."
1516,6442134-CN,Single Family/Duplex,2014-12-18,2016-04-18,"Construct West single family residence with attached carport and garage, per plan. (Establish use as and construct two single family residences / review and process for 2 APs under 6442134)."
1517,6437181-CN,Single Family/Duplex,2014-12-18,2016-12-19,"Construct single family dwelling (west) this permit.  [Establish use and construct (1) single family dwelling and (1) two-unit duplex  with attached garages, per plan.] Process and routing for (2) APs with 6437181."
1518,6440084-CN,Single Family/Duplex,2014-12-16,2016-01-11,"Establish and construct single family dwelling, per plan."
1519,6421870-CN,Single Family/Duplex,2014-12-16,2016-12-20,"Establish use as and construct new single family residence with detached garage, per plan"
1520,6442213-CN,Single Family/Duplex,2014-12-16,2016-04-26,"Establish use as and construct single family residence and detached garage, per plan."
1521,6432218-CN,Single Family/Duplex,2014-12-12,2017-03-16,"Establish use as and construct new single family residence with attached garage, per plan."
1522,6450203-CN,Single Family/Duplex,2014-12-12,2015-12-03,"Construct new two family dwelling with attached garages,per plan (Establish use as single family residence and townhouse and construct (1) single family residence and (1) two-family dwelling/Review and processing for 2 APs under 6443550)."
1523,6443423-CN,Single Family/Duplex,2014-12-12,2016-08-24,"Construct west single family residence, per plans. (Establish use for 2 single family residences and construct 2 one-family dwellings. Reviews and processing for 2 A/Ps under 6446423)."
1524,6450451-CN,Single Family/Duplex,2014-12-12,2016-11-04,"Establish use as and construct south middle single family residence, per plan. (Establish use as single family and construct five single family residences with surface parking / review and processing for 5 A/P's under 6430349)."
1525,6443550-CN,Single Family/Duplex,2014-12-12,2015-12-03,"Construct new single family residence with attached garage,per plan (Establish use as single family residence and townhouse and construct (1) single family residence and (1) two-family dwelling/Review and processing for 2 APs under 6443550)."
1526,6450450-CN,Single Family/Duplex,2014-12-12,2016-12-02,"Establish use as and construct southwest single family residence, per plan. (Establish use as single family and construct five single family residences with surface parking / review and processing for 5 A/P's under 6430349)."
1527,6450022-CN,Single Family/Duplex,2014-12-12,2016-08-19,"Construct east single family residence, per plans. (Establish use for 2 single family residences and construct 2 one-family dwellings. Reviews and processing for 2 A/Ps under 6446423)."
1528,6428354-CN,Multifamily,2014-12-11,2016-02-18,"Construct SE SFR building under this permit. (Establish use and construct a 3 unit townhouse building and 2 single family residences, per plans. Review and processing for 3 A/P's under 6373985)."
1529,6449105-CN,Single Family/Duplex,2014-12-10,2015-12-10,"Construct south single family residence, per plans.  (Establish use for 2 single family residences and construct 2 one-family dwellings.  Reviews and processing for 2 A/Ps under 6440997)"
1530,6440997-CN,Single Family/Duplex,2014-12-10,2015-12-16,"Construct north single family residence, per plans.  (Establish use for 2 single family residences and construct 2 one-family dwellings.  Reviews and processing for 2 A/Ps under 6440997)"
1531,6445748-CN,Single Family/Duplex,2014-12-10,2016-10-12,Construct new single family residence with attached garage per plan (Establish use as (1) single family and (1) Duplex/review and process for 2 AP's under #6445748)
1532,6449498-CN,Single Family/Duplex,2014-12-10,2016-10-12,Construct new duplex with attached garage per plan (establish use as (1) single family and (1) Duplex/review and process for 2 AP's under #6445748)
1533,6445629-CN,Single Family/Duplex,2014-12-09,2016-03-28,"Establish use as and Construct new single family residence with attached garage, per plan."
1534,6446725-CN,Single Family/Duplex,2014-12-07,2016-03-28,"Establish use as and Construct new single family residence with attached garage, per plan."
1535,6430618-CN,Single Family/Duplex,2014-12-07,2016-04-04,"Establish use as and construct a single family residence w/attached garage, per plans"
1536,6439790-CN,Single Family/Duplex,2014-12-05,2016-04-25,"Establish use as and construct single family residence and detached garage, per plan"
1537,6448872-CN,Single Family/Duplex,2014-12-05,2016-06-06,"Construct Middle single family residence with surfance parking, per plan (Establish use as and construct three single family residences with attached garages and surface parking, per plan - Review and processing for 3APs under 6442413)"
1538,6448873-CN,Single Family/Duplex,2014-12-05,2016-06-06,"Construct south single family residence with attached garage, per plan (Establish use as and construct three single family residences with attached garages and surface parking, per plan - Review and processing for 3APs under 6442413)"
1539,6439789-CN,Single Family/Duplex,2014-12-05,2016-04-15,"Establish use and construct single family residence and detached garage, per plan."
1540,6442413-CN,Single Family/Duplex,2014-12-05,2016-05-26,"Construct north single family residence with attached garage, per plan (Establish use as and construct three single family residences with attached garages and surface parking, per plan - Review and processing for 3APs under 6442413)"
1541,6424234-CN,Single Family/Duplex,2014-12-05,2018-03-28,"Establish use as and construct new single family residence with attached garage and outdoor swimming pool, per plan."
1542,6434343-CN,Single Family/Duplex,2014-12-03,2016-09-15,"Establish use as and construct new single family residence with attached garage, per plan."
1543,6426959-CN,Single Family/Duplex,2014-12-02,2018-09-18,"Construct south single family residence with attached garage, per plan (Construct three single family residences with attached garages, per plan Review and processing for 3APs under 6426959) Associates:Middle, North and Demo"
1544,6426976-CN,Single Family/Duplex,2014-12-02,2018-06-21,"Construct south single family residence this permit (Construct three single family residences with attached garages, per plan. Review and processing for 3 A/Ps under 6426976)"
1545,6440374-CN,Single Family/Duplex,2014-12-02,2016-02-17,"Establish use as and construct new single family residence with attached garage, per plan."
1546,6447960-CN,Single Family/Duplex,2014-12-01,2018-06-20,"Construct north single family residence this permit (Construct three single family residences with attached garages, per plan. Review and processing for 3 A/Ps under 6426976)"
1547,6440875-CN,Single Family/Duplex,2014-12-01,2016-04-05,"Establish use as and construct new single family residence with attached garage, per plan."
1548,6439794-CN,Single Family/Duplex,2014-12-01,2016-03-08,"Establish use and construct single family dwelling and detached accessory garage, per plan"
1549,6448261-CN,Single Family/Duplex,2014-12-01,2018-09-18,"Construct middle single family residence with attached garage, per plan (Construct three single family residences with attached garages, per plan Review and processing for 3APs under 6426959)"
1550,6447959-CN,Single Family/Duplex,2014-12-01,2018-06-21,"Construct middle single family residence this permit (Construct three single family residences with attached garages, per plan. Review and processing for 3 A/Ps under 6426976)"
